Start to init hits and costs
Finished to init hits and costs
Ref 1 RI 6007032 CNT 72
Ref 1 RI 6011124 CNT 72
Ref 1 RI 6015216 CNT 72
Ref 1 RI 6019308 CNT 72
Ref 1 RI 6023400 CNT 72
Ref 1 RI 6027492 CNT 72
Ref 1 RI 6031584 CNT 71
Ref 1 RI 6035676 CNT 71
Ref 1 RI 6039768 CNT 71
Ref 1 RI 6043860 CNT 71
Ref 1 RI 6047952 CNT 71
Ref 1 RI 6052044 CNT 71
Ref 1 RI 6056136 CNT 71
Ref 1 RI 6060228 CNT 71
Ref 1 RI 6064320 CNT 70
Ref 1 RI 6068412 CNT 70
Ref 1 RI 6072504 CNT 70
Ref 1 RI 6076596 CNT 70
Ref 1 RI 6080688 CNT 70
Ref 1 RI 6084780 CNT 70
Ref 1 RI 6088872 CNT 70
Ref 1 RI 6092964 CNT 70
Ref 1 RI 6097056 CNT 69
Ref 1 RI 6101148 CNT 69
Ref 1 RI 6105240 CNT 69
Ref 1 RI 6109332 CNT 69
Ref 1 RI 6113424 CNT 69
Ref 1 RI 6117516 CNT 69
Ref 1 RI 6121608 CNT 69
Ref 1 RI 6125700 CNT 69
Ref 1 RI 6129792 CNT 68
Ref 1 RI 6133884 CNT 68
Ref 1 RI 6137976 CNT 68
Ref 1 RI 6142068 CNT 68
Ref 1 RI 6146160 CNT 68
Ref 1 RI 6150252 CNT 68
Ref 1 RI 6154344 CNT 68
Ref 1 RI 6158436 CNT 68
Ref 1 RI 6162528 CNT 67
Ref 1 RI 6166620 CNT 67
Ref 1 RI 6170712 CNT 67
Ref 1 RI 6174804 CNT 67
Ref 1 RI 6178896 CNT 67
Ref 1 RI 6182988 CNT 67
Ref 1 RI 6187080 CNT 67
Ref 1 RI 6191172 CNT 67
Ref 1 RI 6195264 CNT 66
Ref 1 RI 6199356 CNT 66
Ref 1 RI 6203448 CNT 66
Ref 1 RI 6207540 CNT 66
Ref 1 RI 6211632 CNT 66
Ref 1 RI 6215724 CNT 66
Ref 1 RI 6219816 CNT 66
Ref 1 RI 6223908 CNT 66
Ref 1 RI 6228000 CNT 65
Ref 1 RI 6232092 CNT 65
Ref 1 RI 6236184 CNT 65
Ref 1 RI 6240276 CNT 65
Ref 1 RI 6244368 CNT 65
Ref 1 RI 6248460 CNT 65
Ref 1 RI 6252552 CNT 65
Ref 1 RI 6256644 CNT 65
Ref 1 RI 6260736 CNT 64
Ref 1 RI 6264828 CNT 64
Ref 1 RI 6268920 CNT 64
Ref 1 RI 6273012 CNT 64
Ref 1 RI 6277104 CNT 64
Ref 1 RI 6281196 CNT 64
Ref 1 RI 6285288 CNT 64
Ref 1 RI 6289380 CNT 64
Ref 1 RI 6293472 CNT 63
Ref 1 RI 6297564 CNT 63
Ref 1 RI 6301656 CNT 63
Ref 1 RI 6305748 CNT 63
Ref 1 RI 6309840 CNT 63
Ref 1 RI 6313932 CNT 63
Ref 1 RI 6318024 CNT 63
Ref 1 RI 6322116 CNT 63
Ref 1 RI 6326208 CNT 62
Ref 1 RI 6330300 CNT 62
Ref 1 RI 6334392 CNT 62
Ref 1 RI 6338484 CNT 62
Ref 1 RI 6342576 CNT 62
Ref 1 RI 6346668 CNT 62
Ref 1 RI 6350760 CNT 62
Ref 1 RI 6354852 CNT 62
Ref 1 RI 6358944 CNT 61
Ref 1 RI 6363036 CNT 61
Ref 1 RI 6367128 CNT 61
Ref 1 RI 6371220 CNT 61
Ref 1 RI 6375312 CNT 61
Ref 1 RI 6379404 CNT 61
Ref 1 RI 6383496 CNT 61
Ref 1 RI 6387588 CNT 61
Ref 1 RI 6391680 CNT 60
Ref 1 RI 6395772 CNT 60
Ref 1 RI 6399864 CNT 60
Ref 1 RI 6403956 CNT 60
Ref 1 RI 6408048 CNT 60
Ref 1 RI 6412140 CNT 60
Ref 1 RI 6416232 CNT 60
Ref 1 RI 6420324 CNT 60
Ref 1 RI 6424416 CNT 59
Ref 1 RI 6428508 CNT 59
Ref 1 RI 6432600 CNT 59
Ref 1 RI 6436692 CNT 59
Ref 1 RI 6440784 CNT 59
Ref 1 RI 6444876 CNT 59
Ref 1 RI 6448968 CNT 59
Ref 1 RI 6453060 CNT 59
Ref 1 RI 6457152 CNT 58
Ref 1 RI 6461244 CNT 58
Ref 1 RI 6465336 CNT 58
Ref 1 RI 6469428 CNT 58
Ref 1 RI 6473520 CNT 58
Ref 1 RI 6477612 CNT 58
Ref 1 RI 6481704 CNT 58
Ref 1 RI 6485796 CNT 58
Ref 1 RI 6489888 CNT 57
Ref 1 RI 6493980 CNT 57
Ref 1 RI 6498072 CNT 57
Ref 1 RI 6502164 CNT 57
Ref 1 RI 6506256 CNT 57
Ref 1 RI 6510348 CNT 57
Ref 1 RI 6514440 CNT 57
Ref 1 RI 6518532 CNT 57
Ref 1 RI 6522624 CNT 56
Ref 1 RI 6526716 CNT 56
Ref 1 RI 6530808 CNT 56
Ref 1 RI 6534900 CNT 56
Ref 1 RI 6538992 CNT 56
Ref 1 RI 6543084 CNT 56
Ref 1 RI 6547176 CNT 56
Ref 1 RI 6551268 CNT 56
Ref 1 RI 6555360 CNT 55
Ref 1 RI 6559452 CNT 55
Ref 1 RI 6563544 CNT 55
Ref 1 RI 6567636 CNT 55
Ref 1 RI 6571728 CNT 55
Ref 1 RI 6575820 CNT 55
Ref 1 RI 6579912 CNT 55
Ref 1 RI 6584004 CNT 55
Ref 1 RI 6588096 CNT 54
Ref 1 RI 6592188 CNT 54
Ref 1 RI 6596280 CNT 54
Ref 1 RI 6600372 CNT 54
Ref 1 RI 6604464 CNT 54
Ref 1 RI 6608556 CNT 54
Ref 1 RI 6612648 CNT 54
Ref 1 RI 6616740 CNT 54
Ref 1 RI 6620832 CNT 53
Ref 1 RI 6624924 CNT 53
Ref 1 RI 6629016 CNT 53
Ref 1 RI 6633108 CNT 53
Ref 1 RI 6637200 CNT 53
Ref 1 RI 6641292 CNT 53
Ref 1 RI 6645384 CNT 53
Ref 1 RI 6649476 CNT 53
Ref 1 RI 6653568 CNT 52
Ref 1 RI 6657660 CNT 52
Ref 1 RI 6661752 CNT 52
Ref 1 RI 6665844 CNT 52
Ref 1 RI 6669936 CNT 52
Ref 1 RI 6674028 CNT 52
Ref 1 RI 6678120 CNT 52
Ref 1 RI 6682212 CNT 52
Ref 1 RI 6686304 CNT 51
Ref 1 RI 6690396 CNT 51
Ref 1 RI 6694488 CNT 51
Ref 1 RI 6698580 CNT 51
Ref 1 RI 6702672 CNT 51
Ref 1 RI 6706764 CNT 51
Ref 1 RI 6710856 CNT 51
Ref 1 RI 6714948 CNT 51
Ref 1 RI 6719040 CNT 50
Ref 1 RI 6723132 CNT 50
Ref 1 RI 6727224 CNT 50
Ref 1 RI 6731316 CNT 50
Ref 1 RI 6735408 CNT 50
Ref 1 RI 6739500 CNT 50
Ref 1 RI 6743592 CNT 50
Ref 1 RI 6747684 CNT 50
Ref 1 RI 6751776 CNT 49
Ref 1 RI 6755868 CNT 49
Ref 1 RI 6759960 CNT 49
Ref 1 RI 6764052 CNT 49
Ref 1 RI 6768144 CNT 49
Ref 1 RI 6772236 CNT 49
Ref 1 RI 6776328 CNT 49
Ref 1 RI 6780420 CNT 49
Ref 1 RI 6784512 CNT 48
Ref 1 RI 6788604 CNT 48
Ref 1 RI 6792696 CNT 48
Ref 1 RI 6796788 CNT 48
Ref 1 RI 6800880 CNT 48
Ref 1 RI 6804972 CNT 48
Ref 1 RI 6809064 CNT 48
Ref 1 RI 6813156 CNT 48
Ref 1 RI 6817248 CNT 47
Ref 1 RI 6821340 CNT 47
Ref 1 RI 6825432 CNT 47
Ref 1 RI 6829524 CNT 47
Ref 1 RI 6833616 CNT 47
Ref 1 RI 6837708 CNT 47
Ref 1 RI 6841800 CNT 47
Ref 1 RI 6845892 CNT 47
Ref 1 RI 6849984 CNT 46
Ref 1 RI 6854076 CNT 46
Ref 1 RI 6858168 CNT 46
Ref 1 RI 6862260 CNT 46
Ref 1 RI 6866352 CNT 46
Ref 1 RI 6870444 CNT 46
Ref 1 RI 6874536 CNT 46
Ref 1 RI 6878628 CNT 46
Ref 1 RI 6882720 CNT 45
Ref 1 RI 6886812 CNT 45
Ref 1 RI 6890904 CNT 45
Ref 1 RI 6894996 CNT 45
Ref 1 RI 6899088 CNT 45
Ref 1 RI 6903180 CNT 45
Ref 1 RI 6907272 CNT 45
Ref 1 RI 6911364 CNT 45
Ref 1 RI 6915456 CNT 44
Ref 1 RI 6919548 CNT 44
Ref 1 RI 6923640 CNT 44
Ref 1 RI 6927732 CNT 44
Ref 1 RI 6931824 CNT 44
Ref 1 RI 6935916 CNT 44
Ref 1 RI 6940008 CNT 44
Ref 1 RI 6944100 CNT 44
Ref 1 RI 6948192 CNT 43
Ref 1 RI 6952284 CNT 43
Ref 1 RI 6956376 CNT 43
Ref 1 RI 6960468 CNT 43
Ref 1 RI 6964560 CNT 43
Ref 1 RI 6968652 CNT 43
Ref 1 RI 6972744 CNT 43
Ref 1 RI 6976836 CNT 43
Ref 1 RI 6980928 CNT 42
Ref 1 RI 6985020 CNT 42
Ref 1 RI 6989112 CNT 42
Ref 1 RI 6993204 CNT 42
Ref 1 RI 6997296 CNT 42
Ref 1 RI 7001388 CNT 42
Ref 1 RI 7005480 CNT 42
Ref 1 RI 7009572 CNT 42
Ref 1 RI 7013664 CNT 41
Ref 1 RI 7017756 CNT 41
Ref 1 RI 7021848 CNT 41
Ref 1 RI 7025940 CNT 41
Ref 1 RI 7030032 CNT 41
Ref 1 RI 7034124 CNT 41
Ref 1 RI 7038216 CNT 41
Ref 1 RI 7042308 CNT 41
Ref 1 RI 7046400 CNT 40
Ref 1 RI 7050492 CNT 40
Ref 1 RI 7054584 CNT 40
Ref 1 RI 7058676 CNT 40
Ref 1 RI 7062768 CNT 40
Ref 1 RI 7066860 CNT 40
Ref 1 RI 7070952 CNT 40
Ref 1 RI 7075044 CNT 40
Ref 1 RI 7079136 CNT 39
Ref 1 RI 7083228 CNT 39
Ref 1 RI 7087320 CNT 39
Ref 1 RI 7091412 CNT 39
Ref 1 RI 7095504 CNT 39
Ref 1 RI 7099596 CNT 39
Ref 1 RI 7103688 CNT 39
Ref 1 RI 7107780 CNT 39
Ref 1 RI 7111872 CNT 38
Ref 1 RI 7115964 CNT 38
Ref 1 RI 7120056 CNT 38
Ref 1 RI 7124148 CNT 38
Ref 1 RI 7128240 CNT 38
Ref 1 RI 7132332 CNT 38
Ref 1 RI 7136424 CNT 38
Ref 1 RI 7140516 CNT 38
Ref 1 RI 7144608 CNT 37
Ref 1 RI 7148700 CNT 37
Ref 1 RI 7152792 CNT 37
Ref 1 RI 7156884 CNT 37
Ref 1 RI 7160976 CNT 37
Ref 1 RI 7165068 CNT 37
Ref 1 RI 7169160 CNT 37
Ref 1 RI 7173252 CNT 37
Ref 1 RI 7177344 CNT 36
Ref 1 RI 7181436 CNT 36
Ref 1 RI 7185528 CNT 36
Ref 1 RI 7189620 CNT 36
Ref 1 RI 7193712 CNT 36
Ref 1 RI 7197804 CNT 36
Ref 1 RI 7201896 CNT 36
Ref 1 RI 7205988 CNT 36
Ref 1 RI 7210080 CNT 35
Ref 1 RI 7214172 CNT 35
Ref 1 RI 7218264 CNT 35
Ref 1 RI 7222356 CNT 35
Ref 1 RI 7226448 CNT 35
Ref 1 RI 7230540 CNT 35
Ref 1 RI 7234632 CNT 35
Ref 1 RI 7238724 CNT 35
Ref 1 RI 7242816 CNT 34
Ref 1 RI 7246908 CNT 34
Ref 1 RI 7251000 CNT 34
Ref 1 RI 7255092 CNT 34
Ref 1 RI 7259184 CNT 34
Ref 1 RI 7263276 CNT 34
Ref 1 RI 7267368 CNT 34
Ref 1 RI 7271460 CNT 34
Ref 1 RI 7275552 CNT 33
Ref 1 RI 7279644 CNT 33
Ref 1 RI 7283736 CNT 33
Ref 1 RI 7287828 CNT 33
Ref 1 RI 7291920 CNT 33
Ref 1 RI 7296012 CNT 33
Ref 1 RI 7300104 CNT 33
Ref 1 RI 7304196 CNT 33
Ref 1 RI 7308288 CNT 32
Ref 1 RI 7312380 CNT 32
Ref 1 RI 7316472 CNT 32
Ref 1 RI 7320564 CNT 32
Ref 1 RI 7324656 CNT 32
Ref 1 RI 7328748 CNT 32
Ref 1 RI 7332840 CNT 32
Ref 1 RI 7336932 CNT 32
Ref 1 RI 7341024 CNT 31
Ref 1 RI 7345116 CNT 31
Ref 1 RI 7349208 CNT 31
Ref 1 RI 7353300 CNT 31
Ref 1 RI 7357392 CNT 31
Ref 1 RI 7361484 CNT 31
Ref 1 RI 7365576 CNT 31
Ref 1 RI 7369668 CNT 31
Ref 1 RI 7373760 CNT 30
Ref 1 RI 7377852 CNT 30
Ref 1 RI 7381944 CNT 30
Ref 1 RI 7386036 CNT 30
Ref 1 RI 7390128 CNT 30
Ref 1 RI 7394220 CNT 30
Ref 1 RI 7398312 CNT 30
Ref 1 RI 7402404 CNT 30
Ref 1 RI 7406496 CNT 29
Ref 1 RI 7410588 CNT 29
Ref 1 RI 7414680 CNT 29
Ref 1 RI 7418772 CNT 29
Ref 1 RI 7422864 CNT 29
Ref 1 RI 7426956 CNT 29
Ref 1 RI 7431048 CNT 29
Ref 1 RI 7435140 CNT 29
Ref 1 RI 7439232 CNT 28
Ref 1 RI 7443324 CNT 28
Ref 1 RI 7447416 CNT 28
Ref 1 RI 7451508 CNT 28
Ref 1 RI 7455600 CNT 28
Ref 1 RI 7459692 CNT 28
Ref 1 RI 7463784 CNT 28
Ref 1 RI 7467876 CNT 28
Ref 1 RI 7471968 CNT 27
Ref 1 RI 7476060 CNT 27
Ref 1 RI 7480152 CNT 27
Ref 1 RI 7484244 CNT 27
Ref 1 RI 7488336 CNT 27
Ref 1 RI 7492428 CNT 27
Ref 1 RI 7496520 CNT 27
Ref 1 RI 7500612 CNT 27
Ref 1 RI 7504704 CNT 26
Ref 1 RI 7508796 CNT 26
Ref 1 RI 7512888 CNT 26
Ref 1 RI 7516980 CNT 26
Ref 1 RI 7521072 CNT 26
Ref 1 RI 7525164 CNT 26
Ref 1 RI 7529256 CNT 26
Ref 1 RI 7533348 CNT 26
Ref 1 RI 7537440 CNT 25
Ref 1 RI 7541532 CNT 25
Ref 1 RI 7545624 CNT 25
Ref 1 RI 7549716 CNT 25
Ref 1 RI 7553808 CNT 25
Ref 1 RI 7557900 CNT 25
Ref 1 RI 7561992 CNT 25
Ref 1 RI 7566084 CNT 25
Ref 1 RI 7570176 CNT 24
Ref 1 RI 7574268 CNT 24
Ref 1 RI 7578360 CNT 24
Ref 1 RI 7582452 CNT 24
Ref 1 RI 7586544 CNT 24
Ref 1 RI 7590636 CNT 24
Ref 1 RI 7594728 CNT 24
Ref 1 RI 7598820 CNT 24
Ref 1 RI 7602912 CNT 23
Ref 1 RI 7607004 CNT 23
Ref 1 RI 7611096 CNT 23
Ref 1 RI 7615188 CNT 23
Ref 1 RI 7619280 CNT 23
Ref 1 RI 7623372 CNT 23
Ref 1 RI 7627464 CNT 23
Ref 1 RI 7631556 CNT 23
Ref 1 RI 7635648 CNT 22
Ref 1 RI 7639740 CNT 22
Ref 1 RI 7643832 CNT 22
Ref 1 RI 7647924 CNT 22
Ref 1 RI 7652016 CNT 22
Ref 1 RI 7656108 CNT 22
Ref 1 RI 7660200 CNT 22
Ref 1 RI 7664292 CNT 22
Ref 1 RI 7668384 CNT 21
Ref 1 RI 7672476 CNT 21
Ref 1 RI 7676568 CNT 21
Ref 1 RI 7680660 CNT 21
Ref 1 RI 7684752 CNT 21
Ref 1 RI 7688844 CNT 21
Ref 1 RI 7692936 CNT 21
Ref 1 RI 7697028 CNT 21
Ref 1 RI 7701120 CNT 20
Ref 1 RI 7705212 CNT 20
Ref 1 RI 7709304 CNT 20
Ref 1 RI 7713396 CNT 20
Ref 1 RI 7717488 CNT 20
Ref 1 RI 7721580 CNT 20
Ref 1 RI 7725672 CNT 20
Ref 1 RI 7729764 CNT 20
Ref 1 RI 7733856 CNT 19
Ref 1 RI 7737948 CNT 19
Ref 1 RI 7742040 CNT 19
Ref 1 RI 7746132 CNT 19
Ref 1 RI 7750224 CNT 19
Ref 1 RI 7754316 CNT 19
Ref 1 RI 7758408 CNT 19
Ref 1 RI 7762500 CNT 19
Ref 1 RI 7766592 CNT 18
Ref 1 RI 7770684 CNT 18
Ref 1 RI 7774776 CNT 18
Ref 1 RI 7778868 CNT 18
Ref 1 RI 7782960 CNT 18
Ref 1 RI 7787052 CNT 18
Ref 1 RI 7791144 CNT 18
Ref 1 RI 7795236 CNT 18
Ref 1 RI 7799328 CNT 17
Ref 1 RI 7803420 CNT 17
Ref 1 RI 7807512 CNT 17
Ref 1 RI 7811604 CNT 17
Ref 1 RI 7815696 CNT 17
Ref 1 RI 7819788 CNT 17
Ref 1 RI 7823880 CNT 17
Ref 1 RI 7827972 CNT 17
Ref 1 RI 7832064 CNT 16
Ref 1 RI 7836156 CNT 16
Ref 1 RI 7840248 CNT 16
Ref 1 RI 7844340 CNT 16
Ref 1 RI 7848432 CNT 16
Ref 1 RI 7852524 CNT 16
Ref 1 RI 7856616 CNT 16
Ref 1 RI 7860708 CNT 16
Ref 1 RI 7864800 CNT 15
Ref 1 RI 7868892 CNT 15
Ref 1 RI 7872984 CNT 15
Ref 1 RI 7877076 CNT 15
Ref 1 RI 7881168 CNT 15
Ref 1 RI 7885260 CNT 15
Ref 1 RI 7889352 CNT 15
Ref 1 RI 7893444 CNT 15
Ref 1 RI 7897536 CNT 14
Ref 1 RI 7901628 CNT 14
Ref 1 RI 7905720 CNT 14
Ref 1 RI 7909812 CNT 14
Ref 1 RI 7913904 CNT 14
Ref 1 RI 7917996 CNT 14
Ref 1 RI 7922088 CNT 14
Ref 1 RI 7926180 CNT 14
Ref 1 RI 7930272 CNT 13
Ref 1 RI 7934364 CNT 13
Ref 1 RI 7938456 CNT 13
Ref 1 RI 7942548 CNT 13
Ref 1 RI 7946640 CNT 13
Ref 1 RI 7950732 CNT 13
Ref 1 RI 7954824 CNT 13
Ref 1 RI 7958916 CNT 13
Ref 1 RI 7963008 CNT 12
Ref 1 RI 7967100 CNT 12
Ref 1 RI 7971192 CNT 12
Ref 1 RI 7975284 CNT 12
Ref 1 RI 7979376 CNT 12
Ref 1 RI 7983468 CNT 12
Ref 1 RI 7987560 CNT 12
Ref 1 RI 7991652 CNT 12
Ref 1 RI 7995744 CNT 11
Ref 1 RI 7999836 CNT 11
Ref 1 RI 8003928 CNT 11
Ref 1 RI 8008020 CNT 11
Ref 1 RI 8012112 CNT 11
Ref 1 RI 8016204 CNT 11
Ref 1 RI 8020296 CNT 11
Ref 1 RI 8024388 CNT 11
Ref 1 RI 8028480 CNT 10
Ref 1 RI 8032572 CNT 10
Ref 1 RI 8036664 CNT 10
Ref 1 RI 8040756 CNT 10
Ref 1 RI 8044848 CNT 10
Ref 1 RI 8048940 CNT 10
Ref 1 RI 8053032 CNT 10
Ref 1 RI 8057124 CNT 10
Ref 1 RI 8061216 CNT 9
Ref 1 RI 8065308 CNT 9
Ref 1 RI 8069400 CNT 9
Ref 1 RI 8073492 CNT 9
Ref 1 RI 8077584 CNT 9
Ref 1 RI 8081676 CNT 9
Ref 1 RI 8085768 CNT 9
Ref 1 RI 8089860 CNT 9
Ref 1 RI 8093952 CNT 8
Ref 1 RI 8098044 CNT 8
Ref 1 RI 8102136 CNT 8
Ref 1 RI 8106228 CNT 8
Ref 1 RI 8110320 CNT 8
Ref 1 RI 8114412 CNT 8
Ref 1 RI 8118504 CNT 8
Ref 1 RI 8122596 CNT 8
Ref 1 RI 8126688 CNT 7
Ref 1 RI 8130780 CNT 7
Ref 1 RI 8134872 CNT 7
Ref 1 RI 8138964 CNT 7
Ref 1 RI 8143056 CNT 7
Ref 1 RI 8147148 CNT 7
Ref 1 RI 8151240 CNT 7
Ref 1 RI 8155332 CNT 7
Ref 1 RI 8159424 CNT 6
Ref 1 RI 8163516 CNT 6
Ref 1 RI 8167608 CNT 6
Ref 1 RI 8171700 CNT 6
Ref 1 RI 8175792 CNT 6
Ref 1 RI 8179884 CNT 6
Ref 1 RI 8183976 CNT 6
Ref 1 RI 8188068 CNT 6
Ref 1 RI 8192160 CNT 5
Ref 1 RI 8196252 CNT 5
Ref 1 RI 8200344 CNT 5
Ref 1 RI 8204436 CNT 5
Ref 1 RI 8208528 CNT 5
Ref 1 RI 8212620 CNT 5
Ref 1 RI 8216712 CNT 5
Ref 1 RI 8220804 CNT 5
Ref 1 RI 8224896 CNT 4
Ref 1 RI 8228988 CNT 4
Ref 1 RI 8233080 CNT 4
Ref 1 RI 8237172 CNT 4
Ref 1 RI 8241264 CNT 4
Ref 1 RI 8245356 CNT 4
Ref 1 RI 8249448 CNT 4
Ref 1 RI 8253540 CNT 4
Ref 1 RI 8257632 CNT 3
Ref 1 RI 8261724 CNT 3
Ref 1 RI 8265816 CNT 3
Ref 1 RI 8269908 CNT 3
Ref 1 RI 8274000 CNT 3
Ref 1 RI 8278092 CNT 3
Ref 1 RI 8282184 CNT 3
Ref 1 RI 8286276 CNT 3
Ref 1 RI 8290368 CNT 2
Ref 1 RI 8294460 CNT 2
Ref 1 RI 8298552 CNT 2
Ref 1 RI 8302644 CNT 2
Ref 1 RI 8306736 CNT 2
Ref 1 RI 8310828 CNT 2
Ref 1 RI 8314920 CNT 2
Ref 1 RI 8319012 CNT 2
Ref 1 RI 8323104 CNT 1
Ref 1 RI 8327196 CNT 1
Ref 1 RI 8331288 CNT 1
Ref 1 RI 8335380 CNT 1
Ref 1 RI 8339472 CNT 1
Ref 1 RI 8343564 CNT 1
Ref 1 RI 8347656 CNT 1
Ref 1 RI 8351748 CNT 1
Ref 1 RISETSIZE 2041
Ref 2 RI 4 CNT 917504
Ref 2 RI 4068 CNT 130944
Ref 2 RISETSIZE 2
Ref 3 RI 1 CNT 1048448
Ref 3 RISETSIZE 1
Ref 4 RI 3 CNT 1048576
Ref 4 RISETSIZE 1
Ref 5 RI 4096 CNT 917504
Ref 5 RISETSIZE 1
Ref 6 RI 4 CNT 917504
Ref 6 RI 4068 CNT 130944
Ref 6 RISETSIZE 2
Ref 7 RI 1 CNT 1048448
Ref 7 RISETSIZE 1
Average RISETSIZE for each reference 256.25
Ref 0 RI 3 DIST 0.126992
Ref 1 RI 4 DIST 0.111118
Ref 1 RI 8160 DIST 1.21109e-07
Ref 1 RI 12252 DIST 1.21109e-07
Ref 1 RI 16344 DIST 1.21109e-07
Ref 1 RI 20436 DIST 1.21109e-07
Ref 1 RI 24528 DIST 1.21109e-07
Ref 1 RI 28620 DIST 1.21109e-07
Ref 1 RI 32712 DIST 1.21109e-07
Ref 1 RI 36804 DIST 1.21109e-07
Ref 1 RI 40896 DIST 2.42218e-07
Ref 1 RI 44988 DIST 2.42218e-07
Ref 1 RI 49080 DIST 2.42218e-07
Ref 1 RI 53172 DIST 2.42218e-07
Ref 1 RI 57264 DIST 2.42218e-07
Ref 1 RI 61356 DIST 2.42218e-07
Ref 1 RI 65448 DIST 2.42218e-07
Ref 1 RI 69540 DIST 2.42218e-07
Ref 1 RI 73632 DIST 3.63327e-07
Ref 1 RI 77724 DIST 3.63327e-07
Ref 1 RI 81816 DIST 3.63327e-07
Ref 1 RI 85908 DIST 3.63327e-07
Ref 1 RI 90000 DIST 3.63327e-07
Ref 1 RI 94092 DIST 3.63327e-07
Ref 1 RI 98184 DIST 3.63327e-07
Ref 1 RI 102276 DIST 3.63327e-07
Ref 1 RI 106368 DIST 4.84436e-07
Ref 1 RI 110460 DIST 4.84436e-07
Ref 1 RI 114552 DIST 4.84436e-07
Ref 1 RI 118644 DIST 4.84436e-07
Ref 1 RI 122736 DIST 4.84436e-07
Ref 1 RI 126828 DIST 4.84436e-07
Ref 1 RI 130920 DIST 4.84436e-07
Ref 1 RI 135012 DIST 4.84436e-07
Ref 1 RI 139104 DIST 6.05545e-07
Ref 1 RI 143196 DIST 6.05545e-07
Ref 1 RI 147288 DIST 6.05545e-07
Ref 1 RI 151380 DIST 6.05545e-07
Ref 1 RI 155472 DIST 6.05545e-07
Ref 1 RI 159564 DIST 6.05545e-07
Ref 1 RI 163656 DIST 6.05545e-07
Ref 1 RI 167748 DIST 6.05545e-07
Ref 1 RI 171840 DIST 7.26654e-07
Ref 1 RI 175932 DIST 7.26654e-07
Ref 1 RI 180024 DIST 7.26654e-07
Ref 1 RI 184116 DIST 7.26654e-07
Ref 1 RI 188208 DIST 7.26654e-07
Ref 1 RI 192300 DIST 7.26654e-07
Ref 1 RI 196392 DIST 7.26654e-07
Ref 1 RI 200484 DIST 7.26654e-07
Ref 1 RI 204576 DIST 8.47763e-07
Ref 1 RI 208668 DIST 8.47763e-07
Ref 1 RI 212760 DIST 8.47763e-07
Ref 1 RI 216852 DIST 8.47763e-07
Ref 1 RI 220944 DIST 8.47763e-07
Ref 1 RI 225036 DIST 8.47763e-07
Ref 1 RI 229128 DIST 8.47763e-07
Ref 1 RI 233220 DIST 8.47763e-07
Ref 1 RI 237312 DIST 9.68872e-07
Ref 1 RI 241404 DIST 9.68872e-07
Ref 1 RI 245496 DIST 9.68872e-07
Ref 1 RI 249588 DIST 9.68872e-07
Ref 1 RI 253680 DIST 9.68872e-07
Ref 1 RI 257772 DIST 9.68872e-07
Ref 1 RI 261864 DIST 9.68872e-07
Ref 1 RI 265956 DIST 9.68872e-07
Ref 1 RI 270048 DIST 1.08998e-06
Ref 1 RI 274140 DIST 1.08998e-06
Ref 1 RI 278232 DIST 1.08998e-06
Ref 1 RI 282324 DIST 1.08998e-06
Ref 1 RI 286416 DIST 1.08998e-06
Ref 1 RI 290508 DIST 1.08998e-06
Ref 1 RI 294600 DIST 1.08998e-06
Ref 1 RI 298692 DIST 1.08998e-06
Ref 1 RI 302784 DIST 1.21109e-06
Ref 1 RI 306876 DIST 1.21109e-06
Ref 1 RI 310968 DIST 1.21109e-06
Ref 1 RI 315060 DIST 1.21109e-06
Ref 1 RI 319152 DIST 1.21109e-06
Ref 1 RI 323244 DIST 1.21109e-06
Ref 1 RI 327336 DIST 1.21109e-06
Ref 1 RI 331428 DIST 1.21109e-06
Ref 1 RI 335520 DIST 1.3322e-06
Ref 1 RI 339612 DIST 1.3322e-06
Ref 1 RI 343704 DIST 1.3322e-06
Ref 1 RI 347796 DIST 1.3322e-06
Ref 1 RI 351888 DIST 1.3322e-06
Ref 1 RI 355980 DIST 1.3322e-06
Ref 1 RI 360072 DIST 1.3322e-06
Ref 1 RI 364164 DIST 1.3322e-06
Ref 1 RI 368256 DIST 1.45331e-06
Ref 1 RI 372348 DIST 1.45331e-06
Ref 1 RI 376440 DIST 1.45331e-06
Ref 1 RI 380532 DIST 1.45331e-06
Ref 1 RI 384624 DIST 1.45331e-06
Ref 1 RI 388716 DIST 1.45331e-06
Ref 1 RI 392808 DIST 1.45331e-06
Ref 1 RI 396900 DIST 1.45331e-06
Ref 1 RI 400992 DIST 1.57442e-06
Ref 1 RI 405084 DIST 1.57442e-06
Ref 1 RI 409176 DIST 1.57442e-06
Ref 1 RI 413268 DIST 1.57442e-06
Ref 1 RI 417360 DIST 1.57442e-06
Ref 1 RI 421452 DIST 1.57442e-06
Ref 1 RI 425544 DIST 1.57442e-06
Ref 1 RI 429636 DIST 1.57442e-06
Ref 1 RI 433728 DIST 1.69553e-06
Ref 1 RI 437820 DIST 1.69553e-06
Ref 1 RI 441912 DIST 1.69553e-06
Ref 1 RI 446004 DIST 1.69553e-06
Ref 1 RI 450096 DIST 1.69553e-06
Ref 1 RI 454188 DIST 1.69553e-06
Ref 1 RI 458280 DIST 1.69553e-06
Ref 1 RI 462372 DIST 1.69553e-06
Ref 1 RI 466464 DIST 1.81664e-06
Ref 1 RI 470556 DIST 1.81664e-06
